,Location,IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified,IndicatorCoder,Indicatorr,ValueTyper,ParentLocationCoder,ParentLocationr,Location typer,SpatialDimValueCoder,Period typer,Periodr,IsLatestYearr,Dim1 typer,Dim1r,Dim1ValueCoder,Dim2 typer,Dim2r,Dim2ValueCoder,Dim3 typer,Dim3r,Dim3ValueCoder,DataSourceDimValueCoder,DataSourcer,FactValueNumericPrefixr,FactValueNumericr,FactValueUoMr,FactValueNumericLowPrefixr,FactValueNumericLowr,FactValueNumericHighPrefixr,FactValueNumericHighr,Valuer,FactValueTranslationIDr,Languager,DateModifiedr
94,Cuba,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,AMR,Americas,Country,CUB,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,4.13,,,3.66,,4.68,4.1 [3.7-4.7],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,AMR,Americas,Country,CUB,Year,2000,False,,,,,,,,,,,,,100,,,,,,100,,EN,2025-04-06T22:00:00.000Z
95,Lithuania,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,EUR,Europe,Country,LTU,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,4.52,,,4.15,,4.92,4.5 [4.2-4.9],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,EUR,Europe,Country,LTU,Year,2000,False,,,,,,,,,,,,,100,,,,,,100,,EN,2025-04-06T22:00:00.000Z
96,United States of America,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,AMR,Americas,Country,USA,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,4.64,,,4.52,,4.76,4.6 [4.5-4.8],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,AMR,Americas,Country,USA,Year,2000,False,,,,,,,,,,,,,99,,,,,,99,,EN,2025-04-06T22:00:00.000Z
114,Slovakia,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,EUR,Europe,Country,SVK,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,4.98,,,4.74,,5.24,5.0 [4.7-5.2],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,EUR,Europe,Country,SVK,Year,2000,False,,,,,,,,,,,,,100,,,,,,100,,EN,2025-04-06T22:00:00.000Z
115,Belarus,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,EUR,Europe,Country,BLR,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,5.22,,,4.14,,6.3,5.2 [4.1-6.3],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,EUR,Europe,Country,BLR,Year,2000,False,,,,,,,,,,,,,100,,,,,,100,,EN,2025-04-06T22:00:00.000Z
116,Estonia,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,EUR,Europe,Country,EST,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,5.32,,,4.83,,5.81,5.3 [4.8-5.8],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,EUR,Europe,Country,EST,Year,2000,False,,,,,,,,,,,,,100,,,,,,100,,EN,2025-04-06T22:00:00.000Z
117,Croatia,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,EUR,Europe,Country,HRV,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,5.55,,,5.26,,5.86,5.5 [5.3-5.9],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,EUR,Europe,Country,HRV,Year,2000,False,,,,,,,,,,,,,100,,,,,,100,,EN,2025-04-06T22:00:00.000Z
118,Hungary,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,EUR,Europe,Country,HUN,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,5.73,,,5.49,,5.97,5.7 [5.5-6.0],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,EUR,Europe,Country,HUN,Year,2000,False,,,,,,,,,,,,,100,,,,,,100,,EN,2025-04-06T22:00:00.000Z
119,Chile,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,AMR,Americas,Country,CHL,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,5.75,,,5.52,,5.98,5.8 [5.5-6.0],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,AMR,Americas,Country,CHL,Year,2000,False,,,,,,,,,,,,,100,,,,,,100,,EN,2025-04-06T22:00:00.000Z
120,Poland,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,EUR,Europe,Country,POL,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,5.78,,,5.6,,5.96,5.8 [5.6-6.0],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,EUR,Europe,Country,POL,Year,2000,False,,,,,,,,,,,,,99,,,,,,99,,EN,2025-04-06T22:00:00.000Z
123,Bosnia and Herzegovina,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,EUR,Europe,Country,BIH,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,6.56,,,6.24,,6.89,6.6 [6.2-6.9],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,EUR,Europe,Country,BIH,Year,2000,False,,,,,,,,,,,,,99,,,,,,99,,EN,2025-04-06T22:00:00.000Z
126,Costa Rica,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,AMR,Americas,Country,CRI,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,7.62,,,7.28,,7.98,7.6 [7.3-8.0],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,AMR,Americas,Country,CRI,Year,1999-2000,False,,,,,,,,,,,,,97,,,,,,97,,EN,2025-04-06T22:00:00.000Z
127,Serbia,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,EUR,Europe,Country,SRB,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,7.72,,,7.35,,8.08,7.7 [7.3-8.1],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,EUR,Europe,Country,SRB,Year,2000,False,,,,,,,,,,,,,98,,,,,,98,,EN,2025-04-06T22:00:00.000Z
128,Grenada,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,AMR,Americas,Country,GRD,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,7.79,,,6.8,,8.91,7.8 [6.8-8.9],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,AMR,Americas,Country,GRD,Year,2000,False,,,,,,,,,,,,,100,,,,,,100,,EN,2025-04-06T22:00:00.000Z
129,Bahamas,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,AMR,Americas,Country,BHS,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,7.87,,,7.11,,8.68,7.9 [7.1-8.7],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,AMR,Americas,Country,BHS,Year,2000,False,,,,,,,,,,,,,99,,,,,,99,,EN,2025-04-06T22:00:00.000Z
130,Bulgaria,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,EUR,Europe,Country,BGR,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,7.9,,,7.54,,8.26,7.9 [7.5-8.3],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,EUR,Europe,Country,BGR,Year,2000,False,,,,,,,,,,,,,99,,,,,,99,,EN,2025-04-06T22:00:00.000Z
131,Uruguay,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,AMR,Americas,Country,URY,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,8.42,,,7.78,,9.11,8.4 [7.8-9.1],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,AMR,Americas,Country,URY,Year,2000,False,,,,,,,,,,,,,100,,,,,,100,,EN,2025-04-06T22:00:00.000Z
132,Montenegro,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,EUR,Europe,Country,MNE,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,8.49,,,7.58,,9.37,8.5 [7.6-9.4],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,EUR,Europe,Country,MNE,Year,2000,False,,,,,,,,,,,,,99,,,,,,99,,EN,2025-04-06T22:00:00.000Z
135,Russian Federation,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,EUR,Europe,Country,RUS,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,9.01,,,7.96,,9.99,9.0 [8.0-10.0],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,EUR,Europe,Country,RUS,Year,2000,False,,,,,,,,,,,,,99,,,,,,99,,EN,2025-04-06T22:00:00.000Z
136,Barbados,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,AMR,Americas,Country,BRB,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,8.97,,,8.11,,9.87,9.0 [8.1-9.9],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,AMR,Americas,Country,BRB,Year,2000,False,,,,,,,,,,,,,98,,,,,,98,,EN,2025-04-06T22:00:00.000Z
137,North Macedonia,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,EUR,Europe,Country,MKD,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,9.03,,,8.44,,9.65,9.0 [8.4-9.6],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,EUR,Europe,Country,MKD,Year,2000,False,,,,,,,,,,,,,98,,,,,,98,,EN,2025-04-06T22:00:00.000Z
